order_id,user_id,gender,age,country,product_category,product_brand,product_department,retail_price,sale_price,discount_amount,discount_percent,days_to_ship,shipping_duration,days_to_return,is_returned,order_status,order_date,order_day_of_week,order_month,order_year
29627,23622,F,20,South Korea,Sleep & Lounge,Josie by Natori,Women,88,88,0,0,0,4,,0,Complete,2025-09-06 13:58:00 UTC,7,9,2025
29629,23623,F,47,United States,Dresses,maxandcleo,Women,98,98,0,0,2,4,,0,Complete,2025-01-03 09:03:00 UTC,6,1,2025
29643,23640,F,36,China,Plus,Ray-Ban,Women,182,182,0,0,0,2,,0,Complete,2024-04-09 00:39:00 UTC,3,4,2024
29660,23652,F,59,China,Intimates,Kiss,Women,17.989999771118164,17.989999771118164,0,0,1,1,,0,Complete,2024-10-08 14:23:00 UTC,3,10,2024
29660,23652,F,59,China,Swim,Becca by Rebecca Virtue,Women,132,132,0,0,1,1,,0,Complete,2024-10-08 14:23:00 UTC,3,10,2024
29662,23655,F,23,China,Pants & Capris,Tops and Bottoms HS,Women,29.989999771118164,29.989999771118164,0,0,1,3,,0,Complete,2021-03-17 05:19:00 UTC,4,3,2021
29670,23661,F,32,United States,Plus,Playtex,Women,35,35,0,0,0,0,,0,Complete,2023-11-22 10:27:00 UTC,4,11,2023
29677,23669,F,44,Brasil,Swim,Becca by Rebecca Virtue,Women,58,58,0,0,0,0,,0,Complete,2022-11-13 06:42:00 UTC,1,11,2022
29684,23674,F,39,China,Accessories,Scarfand,Women,15,15,0,0,0,4,,0,Complete,2024-05-23 13:13:00 UTC,5,5,2024
29684,23674,F,39,China,Tops & Tees,Patty,Women,28.979999542236328,28.979999542236328,0,0,0,4,,0,Complete,2024-05-23 13:13:00 UTC,5,5,2024
29688,23676,F,41,United States,Pants & Capris,Jones New York,Women,25,25,0,0,2,2,,0,Complete,2025-06-13 06:35:00 UTC,6,6,2025
29702,23685,F,36,United States,Jeans,Diesel,Women,188,188,0,0,2,3,,0,Complete,2025-09-21 00:32:00 UTC,1,9,2025
29738,23710,F,59,United States,Sleep & Lounge,Shadowline,Women,48,48,0,0,1,1,,0,Complete,2023-11-04 04:40:00 UTC,7,11,2023
29740,23711,F,43,China,Intimates,Celina,Women,10.989999771118164,10.989999771118164,0,0,2,4,,0,Complete,2025-05-22 06:16:00 UTC,5,5,2025
29740,23711,F,43,China,Plus,Thorlo,Women,44.9900016784668,44.9900016784668,0,0,2,4,,0,Complete,2025-05-22 06:16:00 UTC,5,5,2025
29744,23717,F,36,Brasil,Intimates,Medela,Women,49.950000762939446,49.950000762939446,0,0,2,4,,0,Complete,2020-01-07 02:54:00 UTC,3,1,2020
29752,23725,F,35,Spain,Intimates,Fullness,Women,21.75,21.75,0,0,0,2,,0,Complete,2024-08-17 09:27:00 UTC,7,8,2024
29754,23727,F,66,United States,Dresses,American Apparel,Women,40,40,0,0,2,0,,0,Complete,2023-03-03 06:00:00 UTC,6,3,2023
29755,23727,F,66,United States,Socks & Hosiery,K. Bell,Women,15,15,0,0,0,4,,0,Complete,2023-01-13 06:00:00 UTC,6,1,2023
29755,23727,F,66,United States,Blazers & Jackets,Patterson J. Kincaid,Women,149.99000549316406,149.99000549316406,0,0,0,4,,0,Complete,2023-01-13 06:00:00 UTC,6,1,2023
29766,23738,F,54,United States,Intimates,Cosabella,Women,70,70,0,0,1,0,,0,Complete,2023-11-20 09:00:00 UTC,2,11,2023
29772,23744,F,17,France,Dresses,Avital,Women,29.989999771118164,29.989999771118164,0,0,0,3,,0,Complete,2025-10-09 10:04:00 UTC,5,10,2025
29772,23744,F,17,France,Intimates,Carnival,Women,38,38,0,0,0,3,,0,Complete,2025-10-09 10:04:00 UTC,5,10,2025
29774,23744,F,17,France,Sleep & Lounge,Sleepyeads,Women,40,40,0,0,1,1,,0,Complete,2025-07-20 10:04:00 UTC,1,7,2025
29787,23751,F,64,China,Active,Royal Robbins,Women,35.950000762939453,35.950000762939453,0,0,0,2,,0,Complete,2025-08-22 15:59:00 UTC,6,8,2025
29787,23751,F,64,China,Outerwear & Coats,Patty,Women,63.979999542236328,63.979999542236328,0,0,0,2,,0,Complete,2025-08-22 15:59:00 UTC,6,8,2025
29832,23781,F,61,South Korea,Dresses,Hot from Hollywood,Women,37.9900016784668,37.9900016784668,0,0,2,4,,0,Complete,2022-02-18 17:26:00 UTC,6,2,2022
29838,23784,F,48,Japan,Shorts,Not Your Daughter's Jeans,Women,78,78,0,0,2,1,,0,Complete,2022-10-16 13:11:00 UTC,1,10,2022
29842,23788,F,47,China,Jeans,dollhouse,Women,37,37,0,0,0,1,,0,Complete,2025-10-10 08:22:00 UTC,6,10,2025
29847,23792,F,22,France,Intimates,Vanity Fair,Women,9.5,9.5,0,0,1,0,,0,Complete,2021-05-30 03:41:00 UTC,1,5,2021
29856,23803,F,39,United States,Fashion Hoodies & Sweatshirts,Fox,Women,38.9900016784668,38.9900016784668,0,0,0,3,,0,Complete,2022-12-04 07:41:00 UTC,1,12,2022
29856,23803,F,39,United States,Sleep & Lounge,Paddi Murphy,Women,98,98,0,0,0,3,,0,Complete,2022-12-04 07:41:00 UTC,1,12,2022
29876,23814,F,49,United States,Leggings,Tea Collection,Women,25,25,0,0,1,3,,0,Complete,2024-03-12 17:18:00 UTC,3,3,2024
29877,23815,F,57,United States,Maternity,A Pea in the Pod,Women,20,20,0,0,2,1,,0,Complete,2025-01-09 09:49:00 UTC,5,1,2025
29880,23818,F,22,China,Active,Danskin,Women,25.989999771118164,25.989999771118164,0,0,2,4,,0,Complete,2023-01-06 14:08:00 UTC,6,1,2023
29884,23821,F,64,United States,Intimates,Braza,Women,6,6,0,0,2,0,,0,Complete,2024-04-13 02:01:00 UTC,7,4,2024
29884,23821,F,64,United States,Leggings,Teez-Her,Women,19.899999618530277,19.899999618530277,0,0,2,0,,0,Complete,2024-04-13 02:01:00 UTC,7,4,2024
29884,23821,F,64,United States,Jeans,Levi's,Women,44.9900016784668,44.9900016784668,0,0,2,0,,0,Complete,2024-04-13 02:01:00 UTC,7,4,2024
29884,23821,F,64,United States,Active,Juicy Couture,Women,126,126,0,0,2,0,,0,Complete,2024-04-13 02:01:00 UTC,7,4,2024
29887,23824,F,22,South Korea,Outerwear & Coats,Calvin Klein,Women,105.55999755859376,105.55999755859376,0,0,2,2,,0,Complete,2025-03-21 09:43:00 UTC,6,3,2025
29904,23844,F,13,France,Maternity,La Leche League,Women,17.75,17.75,0,0,2,3,,0,Complete,2025-09-26 14:55:00 UTC,6,9,2025
29906,23844,F,13,France,Plus,Vera Bradley,Women,48,48,0,0,0,0,,0,Complete,2025-09-15 14:55:00 UTC,2,9,2025
29906,23844,F,13,France,Outerwear & Coats,Merrell,Women,269.3900146484375,269.3900146484375,0,0,0,0,,0,Complete,2025-09-15 14:55:00 UTC,2,9,2025
29907,23845,F,49,Brasil,Dresses,Lagaci Sport,Women,26.989999771118164,26.989999771118164,0,0,0,2,,0,Complete,2020-12-21 17:50:00 UTC,2,12,2020
29907,23845,F,49,Brasil,Swim,Swim Systems,Women,80,80,0,0,0,2,,0,Complete,2020-12-21 17:50:00 UTC,2,12,2020
29908,23848,F,54,Brasil,Socks & Hosiery,HUE,Women,12,12,0,0,2,4,,0,Complete,2021-05-31 13:05:00 UTC,2,5,2021
29908,23848,F,54,Brasil,Dresses,Allegra K,Women,12.609999656677246,12.609999656677246,0,0,2,4,,0,Complete,2021-05-31 13:05:00 UTC,2,5,2021
29921,23856,F,33,Germany,Accessories,Aquapro,Women,6.78000020980835,6.78000020980835,0,0,1,3,,0,Complete,2022-08-29 06:04:00 UTC,2,8,2022
29933,23865,F,56,Brasil,Sleep & Lounge,Nautica,Women,21,21,0,0,1,1,,0,Complete,2021-04-14 00:04:00 UTC,4,4,2021
29934,23866,F,35,Brasil,Sweaters,FineBrandShop,Women,10.949999809265137,10.949999809265137,0,0,2,0,,0,Complete,2020-08-19 18:13:00 UTC,4,8,2020
29934,23866,F,35,Brasil,Intimates,Rene Rofe,Women,13.880000114440918,13.880000114440918,0,0,2,0,,0,Complete,2020-08-19 18:13:00 UTC,4,8,2020
29934,23866,F,35,Brasil,Maternity,Motherhood Maternity,Women,34.979999542236328,34.979999542236328,0,0,2,0,,0,Complete,2020-08-19 18:13:00 UTC,4,8,2020
29937,23868,F,67,Spain,Swim,Luli Fama,Women,82,82,0,0,2,1,,0,Complete,2019-12-27 17:45:00 UTC,6,12,2019
29944,23873,F,53,Brasil,Tops & Tees,Port Authority,Women,27.989999771118164,27.989999771118164,0,0,2,1,,0,Complete,2022-05-20 05:41:00 UTC,6,5,2022
29944,23873,F,53,Brasil,Intimates,Rago,Women,60,60,0,0,2,1,,0,Complete,2022-05-20 05:41:00 UTC,6,5,2022
29946,23874,F,25,Germany,Pants & Capris,Jones New York,Women,25,25,0,0,0,0,,0,Complete,2025-10-17 16:25:48.89142 UTC,6,10,2025
29946,23874,F,25,Germany,Pants & Capris,A. Byer,Women,25,25,0,0,0,0,,0,Complete,2025-10-17 16:25:48.89142 UTC,6,10,2025
29955,23884,F,51,Germany,Tops & Tees,G by GUESS,Women,29.5,29.5,0,0,1,3,,0,Complete,2024-11-04 00:19:00 UTC,2,11,2024
29955,23884,F,51,Germany,Swim,Seafolly,Women,141,141,0,0,1,3,,0,Complete,2024-11-04 00:19:00 UTC,2,11,2024
29956,23884,F,51,Germany,Dresses,BCBGMAXAZRIA,Women,129.99000549316406,129.99000549316406,0,0,0,0,,0,Complete,2024-04-27 00:19:00 UTC,7,4,2024
29962,23888,F,45,Japan,Swim,JAG,Women,52,52,0,0,0,2,,0,Complete,2025-02-23 13:25:00 UTC,1,2,2025
29964,23889,F,51,Brasil,Accessories,Ecoscapes,Women,17.5,17.5,0,0,1,4,,0,Complete,2025-09-30 09:28:00 UTC,3,9,2025
29972,23897,F,65,China,Tops & Tees,Kirra,Women,29.5,29.5,0,0,1,1,,0,Complete,2024-12-10 04:56:00 UTC,3,12,2024
29972,23897,F,65,China,Intimates,Bali,Women,36,36,0,0,1,1,,0,Complete,2024-12-10 04:56:00 UTC,3,12,2024
29973,23898,F,59,Brasil,Sleep & Lounge,White Orchid,Women,18,18,0,0,2,1,,0,Complete,2025-10-17 16:57:49.42454 UTC,6,10,2025
29974,23898,F,59,Brasil,Blazers & Jackets,Allegra K,Women,14.409999847412108,14.409999847412108,0,0,2,3,,0,Complete,2025-10-17 16:57:49.42454 UTC,6,10,2025
29974,23898,F,59,Brasil,Plus,Warner's,Women,32,32,0,0,2,3,,0,Complete,2025-10-17 16:57:49.42454 UTC,6,10,2025
29979,23903,F,69,Germany,Tops & Tees,Sons of Anarchy,Women,15.989999771118164,15.989999771118164,0,0,1,0,,0,Complete,2024-07-12 18:50:00 UTC,6,7,2024
29979,23903,F,69,Germany,Jeans,YMI,Women,28.989999771118164,28.989999771118164,0,0,1,0,,0,Complete,2024-07-12 18:50:00 UTC,6,7,2024
29979,23903,F,69,Germany,Plus,Dolce & Gabbana,Women,243,243,0,0,1,0,,0,Complete,2024-07-12 18:50:00 UTC,6,7,2024
29991,23914,F,66,South Korea,Skirts,G by GUESS,Women,39.5,39.5,0,0,0,4,,0,Complete,2024-04-29 15:58:00 UTC,2,4,2024
29992,23914,F,66,South Korea,Pants & Capris,Samanthas Style Shoppe,Women,24.969999313354489,24.969999313354489,0,0,2,3,,0,Complete,2025-04-28 15:58:00 UTC,2,4,2025
29992,23914,F,66,South Korea,Pants & Capris,Eddie Bauer,Women,54.950000762939446,54.950000762939446,0,0,2,3,,0,Complete,2025-04-28 15:58:00 UTC,2,4,2025
29992,23914,F,66,South Korea,Outerwear & Coats,Knoles & Carter,Women,139.99000549316406,139.99000549316406,0,0,2,3,,0,Complete,2025-04-28 15:58:00 UTC,2,4,2025
30005,23922,F,37,United Kingdom,Dresses,BCBGMAXAZRIA,Women,298,298,0,0,2,3,,0,Complete,2025-06-06 02:36:00 UTC,6,6,2025
30005,23922,F,37,United Kingdom,Jeans,True Religion,Women,326,326,0,0,2,3,,0,Complete,2025-06-06 02:36:00 UTC,6,6,2025
30009,23927,F,69,China,Sweaters,Sutton Studio,Women,119.98999786376952,119.98999786376952,0,0,2,2,,0,Complete,2025-08-06 05:38:00 UTC,4,8,2025
30011,23931,F,17,Brasil,Active,Fruit of the Loom,Women,10,10,0,0,2,2,,0,Complete,2023-09-25 05:16:00 UTC,2,9,2023
30011,23931,F,17,Brasil,Socks & Hosiery,SK Hat shop,Women,12.949999809265137,12.949999809265137,0,0,2,2,,0,Complete,2023-09-25 05:16:00 UTC,2,9,2023
30011,23931,F,17,Brasil,Active,Devon & Jones,Women,30.579999923706051,30.579999923706051,0,0,2,2,,0,Complete,2023-09-25 05:16:00 UTC,2,9,2023
30011,23931,F,17,Brasil,Dresses,eVogues Apparel,Women,32.9900016784668,32.9900016784668,0,0,2,2,,0,Complete,2023-09-25 05:16:00 UTC,2,9,2023
30013,23931,F,17,Brasil,Intimates,OnGossamer,Women,22,22,0,0,0,3,,0,Complete,2022-08-02 05:16:00 UTC,3,8,2022
30022,23944,F,51,United States,Sleep & Lounge,Carole Hochman,Women,25,25,0,0,2,1,,0,Complete,2022-05-02 16:25:00 UTC,2,5,2022
30022,23944,F,51,United States,Accessories,Ray-Ban,Women,136.27000427246094,136.27000427246094,0,0,2,1,,0,Complete,2022-05-02 16:25:00 UTC,2,5,2022
30029,23948,F,18,Germany,Sleep & Lounge,Mary Green,Women,130,130,0,0,0,2,,0,Complete,2024-04-03 07:03:00 UTC,4,4,2024
30037,23951,F,56,United States,Pants & Capris,Nautica,Women,59.5,59.5,0,0,2,0,,0,Complete,2024-10-30 17:24:00 UTC,4,10,2024
30038,23951,F,56,United States,Tops & Tees,Samanthas Style Shoppe,Women,14.970000267028809,14.970000267028809,0,0,1,2,,0,Complete,2025-06-05 17:24:00 UTC,5,6,2025
30038,23951,F,56,United States,Jeans,Levi's,Women,44.9900016784668,44.9900016784668,0,0,1,2,,0,Complete,2025-06-05 17:24:00 UTC,5,6,2025
30039,23951,F,56,United States,Dresses,Bobi,Women,60,60,0,0,1,1,,0,Complete,2025-05-14 17:24:00 UTC,4,5,2025
30070,23974,F,23,China,Dresses,National,Women,21.950000762939453,21.950000762939453,0,0,2,3,,0,Complete,2025-07-20 15:48:00 UTC,1,7,2025
30080,23980,F,24,Brasil,Intimates,Maidenform,Women,27,27,0,0,0,2,,0,Complete,2024-11-30 08:52:00 UTC,7,11,2024
30088,23987,F,48,Brasil,Dresses,French Connection,Women,398,398,0,0,1,2,,0,Complete,2025-10-01 07:35:00 UTC,4,10,2025
30094,23993,F,60,United States,Shorts,Siwy,Women,159,159,0,0,0,0,,0,Complete,2024-12-08 04:51:00 UTC,1,12,2024
30097,23994,F,13,China,Dresses,2b by bebe,Women,44.950000762939446,44.950000762939446,0,0,1,4,,0,Complete,2024-07-11 12:55:00 UTC,5,7,2024
30109,24002,F,12,United States,Intimates,Commando,Women,72,72,0,0,0,4,,0,Complete,2025-08-30 05:18:00 UTC,7,8,2025
30109,24002,F,12,United States,Sleep & Lounge,Design Salt,Women,80,80,0,0,0,4,,0,Complete,2025-08-30 05:18:00 UTC,7,8,2025
30118,24008,F,67,Spain,Dresses,laundry by SHELLI SEGAL,Women,199.99000549316409,199.99000549316409,0,0,0,4,,0,Complete,2023-08-30 15:29:00 UTC,4,8,2023
30120,24009,F,37,Brasil,Leggings,Gatta,Women,14.989999771118164,14.989999771118164,0,0,2,1,,0,Complete,2024-04-21 00:26:00 UTC,1,4,2024
30120,24009,F,37,Brasil,Sleep & Lounge,funzee,Women,39.950000762939446,39.950000762939446,0,0,2,1,,0,Complete,2024-04-21 00:26:00 UTC,1,4,2024
30120,24009,F,37,Brasil,Maternity,Impact Fitness,Women,62,62,0,0,2,1,,0,Complete,2024-04-21 00:26:00 UTC,1,4,2024
30120,24009,F,37,Brasil,Outerwear & Coats,The North Face,Women,220,220,0,0,2,1,,0,Complete,2024-04-21 00:26:00 UTC,1,4,2024
30121,24010,F,45,China,Jumpsuits & Rompers,Allegra K,Women,13.380000114440918,13.380000114440918,0,0,1,3,,0,Complete,2025-08-02 05:55:00 UTC,7,8,2025
30124,24014,F,54,South Korea,Shorts,LIJA,Women,57.080001831054688,57.080001831054688,0,0,1,0,,0,Complete,2024-05-19 12:26:00 UTC,1,5,2024
30144,24034,F,38,United Kingdom,Pants & Capris,Jones New York,Women,25,25,0,0,1,4,,0,Complete,2021-03-31 07:41:00 UTC,4,3,2021
30149,24039,F,55,Brasil,Socks & Hosiery,Soho Girls,Women,7.9899997711181632,7.9899997711181632,0,0,0,4,,0,Complete,2021-03-26 00:54:00 UTC,6,3,2021
30150,24039,F,55,Brasil,Plus,Ray-Ban,Women,83.30999755859375,83.30999755859375,0,0,2,2,,0,Complete,2022-03-02 00:54:00 UTC,4,3,2022
30150,24039,F,55,Brasil,Blazers & Jackets,What Goes Around Comes Around,Women,249,249,0,0,2,2,,0,Complete,2022-03-02 00:54:00 UTC,4,3,2022
30173,24054,F,16,United States,Shorts,Fresh Laundry,Women,25,25,0,0,2,4,,0,Complete,2025-10-17 11:29:00 UTC,6,10,2025
30179,24059,F,15,China,Accessories,Ralph Lauren,Women,105.59999847412108,105.59999847412108,0,0,1,4,,0,Complete,2023-03-15 10:35:00 UTC,4,3,2023
30188,24065,F,46,Brasil,Tops & Tees,Bella,Women,21.989999771118164,21.989999771118164,0,0,0,4,,0,Complete,2025-02-15 15:19:00 UTC,7,2,2025
30189,24065,F,46,Brasil,Intimates,Corset Story,Women,38,38,0,0,1,3,,0,Complete,2025-07-14 15:19:00 UTC,2,7,2025
30189,24065,F,46,Brasil,Maternity,Ripe Maternity,Women,39.5,39.5,0,0,1,3,,0,Complete,2025-07-14 15:19:00 UTC,2,7,2025
30189,24065,F,46,Brasil,Pants & Capris,Karen Kane,Women,88,88,0,0,1,3,,0,Complete,2025-07-14 15:19:00 UTC,2,7,2025
30190,24065,F,46,Brasil,Sleep & Lounge,Hello Kitty,Women,25,25,0,0,2,0,,0,Complete,2025-06-17 15:19:00 UTC,3,6,2025
30205,24081,F,45,China,Outerwear & Coats,Michael Kors,Women,329.989990234375,329.989990234375,0,0,0,3,,0,Complete,2024-05-24 13:38:00 UTC,6,5,2024
30214,24087,F,52,China,Intimates,Braza,Women,7.9499998092651358,7.9499998092651358,0,0,2,1,,0,Complete,2023-08-31 18:10:00 UTC,5,8,2023
30214,24087,F,52,China,Maternity,Allegra K,Women,22.190000534057617,22.190000534057617,0,0,2,1,,0,Complete,2023-08-31 18:10:00 UTC,5,8,2023
30214,24087,F,52,China,Plus,Bali,Women,34,34,0,0,2,1,,0,Complete,2023-08-31 18:10:00 UTC,5,8,2023
30214,24087,F,52,China,Jeans,L.A. Idol Jeans,Women,58,58,0,0,2,1,,0,Complete,2023-08-31 18:10:00 UTC,5,8,2023
30216,24090,F,70,South Korea,Dresses,Hot from Hollywood,Women,49.9900016784668,49.9900016784668,0,0,2,3,,0,Complete,2025-09-19 10:41:00 UTC,6,9,2025
30216,24090,F,70,South Korea,Dresses,BCBGeneration,Women,118,118,0,0,2,3,,0,Complete,2025-09-19 10:41:00 UTC,6,9,2025
30216,24090,F,70,South Korea,Sweaters,Calvin Klein,Women,119.5,119.5,0,0,2,3,,0,Complete,2025-09-19 10:41:00 UTC,6,9,2025
30222,24096,F,15,South Korea,Active,The North Face,Women,308,308,0,0,0,0,,0,Complete,2025-10-14 16:25:00 UTC,3,10,2025
30238,24111,F,38,United States,Intimates,Fruit of the Loom,Women,10.989999771118164,10.989999771118164,0,0,1,1,,0,Complete,2020-08-22 11:51:00 UTC,7,8,2020
30240,24114,F,61,Japan,Leggings,Soho Girls,Women,6.9899997711181641,6.9899997711181641,0,0,2,3,,0,Complete,2023-07-03 00:30:00 UTC,2,7,2023
30261,24131,F,63,China,Sleep & Lounge,Bathrobes Online,Women,88.5,88.5,0,0,2,1,,0,Complete,2025-06-26 17:36:00 UTC,5,6,2025
30263,24131,F,63,China,Skirts,FineBrandShop,Women,24.899999618530277,24.899999618530277,0,0,2,1,,0,Complete,2025-10-12 17:36:00 UTC,1,10,2025
30274,24139,F,35,China,Intimates,SEX NIGHT,Women,24,24,0,0,2,1,,0,Complete,2025-08-01 17:47:00 UTC,6,8,2025
30286,24152,F,35,Brasil,Plus,Glamorise,Women,41.9900016784668,41.9900016784668,0,0,0,3,,0,Complete,2023-12-09 08:44:00 UTC,7,12,2023
30286,24152,F,35,Brasil,Fashion Hoodies & Sweatshirts,Fox,Women,54.5,54.5,0,0,0,3,,0,Complete,2023-12-09 08:44:00 UTC,7,12,2023
30287,24152,F,35,Brasil,Dresses,Fashion Victim,Women,26.989999771118164,26.989999771118164,0,0,1,1,,0,Complete,2021-05-26 08:44:00 UTC,4,5,2021
30287,24152,F,35,Brasil,Intimates,Laura,Women,36.450000762939446,36.450000762939446,0,0,1,1,,0,Complete,2021-05-26 08:44:00 UTC,4,5,2021
30287,24152,F,35,Brasil,Shorts,Lilly Pulitzer,Women,42.110000610351562,42.110000610351562,0,0,1,1,,0,Complete,2021-05-26 08:44:00 UTC,4,5,2021
30288,24152,F,35,Brasil,Intimates,b.tempt'd by Wacoal,Women,32,32,0,0,2,0,,0,Complete,2022-03-29 08:44:00 UTC,3,3,2022
30293,24157,F,43,China,Intimates,Bslingerie,Women,19.989999771118164,19.989999771118164,0,0,1,2,,0,Complete,2025-07-07 02:43:00 UTC,2,7,2025
30301,24163,F,44,United States,Socks & Hosiery,Snoozies,Women,14.989999771118164,14.989999771118164,0,0,2,0,,0,Complete,2019-07-19 09:35:00 UTC,6,7,2019
30341,24198,F,58,United States,Accessories,HOBO,Women,72.989997863769531,72.989997863769531,0,0,0,4,,0,Complete,2025-04-11 06:06:00 UTC,6,4,2025
30341,24198,F,58,United States,Sweaters,Sutton Studio,Women,119.98999786376952,119.98999786376952,0,0,0,4,,0,Complete,2025-04-11 06:06:00 UTC,6,4,2025
30352,24206,F,17,Brasil,Jeans,Levi's,Women,68,68,0,0,0,0,,0,Complete,2019-10-01 01:36:00 UTC,3,10,2019
30359,24215,F,27,China,Swim,Speedo,Women,53.549999237060554,53.549999237060554,0,0,2,4,,0,Complete,2025-08-18 13:08:00 UTC,2,8,2025
30362,24217,F,30,Brasil,Socks & Hosiery,Aetrex,Women,15.989999771118164,15.989999771118164,0,0,0,2,,0,Complete,2021-10-01 16:12:00 UTC,6,10,2021
30362,24217,F,30,Brasil,Tops & Tees,Full Tilt,Women,16.989999771118164,16.989999771118164,0,0,0,2,,0,Complete,2021-10-01 16:12:00 UTC,6,10,2021
30362,24217,F,30,Brasil,Suits,Evan Picone,Women,99,99,0,0,0,2,,0,Complete,2021-10-01 16:12:00 UTC,6,10,2021
30371,24223,F,50,China,Dresses,Kensie,Women,70.989997863769531,70.989997863769531,0,0,2,1,,0,Complete,2021-01-25 02:39:00 UTC,2,1,2021
30377,24226,F,69,Brasil,Swim,Beach Joy,Women,39.9900016784668,39.9900016784668,0,0,0,3,,0,Complete,2025-01-04 09:42:00 UTC,7,1,2025
30406,24248,F,33,China,Pants & Capris,Jones New York,Women,109,109,0,0,2,4,,0,Complete,2024-10-18 14:37:00 UTC,6,10,2024
30427,24261,F,34,China,Sleep & Lounge,Katnap,Women,11.989999771118164,11.989999771118164,0,0,1,1,,0,Complete,2024-03-07 18:26:00 UTC,5,3,2024
30434,24265,F,62,China,Skirts,Karen Kane,Women,118,118,0,0,2,3,,0,Complete,2023-11-12 03:31:00 UTC,1,11,2023
30440,24269,F,43,China,Plus,Croakies,Women,6,6,0,0,1,1,,0,Complete,2021-09-12 02:07:00 UTC,1,9,2021
30443,24272,F,21,Spain,Leggings,SK Hat shop,Women,7.9499998092651358,7.9499998092651358,0,0,0,3,,0,Complete,2024-03-23 08:42:00 UTC,7,3,2024
30443,24272,F,21,Spain,Fashion Hoodies & Sweatshirts,Ed Hardy,Women,34.9900016784668,34.9900016784668,0,0,0,3,,0,Complete,2024-03-23 08:42:00 UTC,7,3,2024
30443,24272,F,21,Spain,Intimates,Drawstrings,Women,44.950000762939446,44.950000762939446,0,0,0,3,,0,Complete,2024-03-23 08:42:00 UTC,7,3,2024
30443,24272,F,21,Spain,Clothing Sets,Orvis,Women,59,59,0,0,0,3,,0,Complete,2024-03-23 08:42:00 UTC,7,3,2024
30454,24282,F,60,China,Swim,Speedo,Women,67.949996948242188,67.949996948242188,0,0,1,1,,0,Complete,2025-09-29 17:56:00 UTC,2,9,2025
30454,24282,F,60,China,Jeans,7 For All Mankind,Women,147.99000549316406,147.99000549316406,0,0,1,1,,0,Complete,2025-09-29 17:56:00 UTC,2,9,2025
30455,24283,F,44,United States,Sweaters,Patty,Women,43.9900016784668,43.9900016784668,0,0,2,3,,0,Complete,2021-04-16 15:47:00 UTC,6,4,2021
30456,24284,F,28,United States,Suits,Kasper,Women,144.24000549316406,144.24000549316406,0,0,1,0,,0,Complete,2023-03-23 16:38:00 UTC,5,3,2023
30459,24287,F,12,France,Leggings,Danskin,Women,38,38,0,0,2,3,,0,Complete,2025-05-19 15:46:00 UTC,2,5,2025
30465,24292,F,53,China,Accessories,Cashmere HS,Women,47.9900016784668,47.9900016784668,0,0,2,2,,0,Complete,2024-02-05 01:35:00 UTC,2,2,2024
30466,24292,F,53,China,Jeans,Miss Me,Women,99,99,0,0,1,4,,0,Complete,2023-06-03 01:35:00 UTC,7,6,2023
30471,24295,F,58,Brasil,Intimates,Laura,Women,24.950000762939453,24.950000762939453,0,0,2,1,,0,Complete,2024-12-19 16:35:00 UTC,5,12,2024
30471,24295,F,58,Brasil,Fashion Hoodies & Sweatshirts,American Apparel,Women,26,26,0,0,2,1,,0,Complete,2024-12-19 16:35:00 UTC,5,12,2024
30471,24295,F,58,Brasil,Jeans,YMI,Women,28.989999771118164,28.989999771118164,0,0,2,1,,0,Complete,2024-12-19 16:35:00 UTC,5,12,2024
30471,24295,F,58,Brasil,Jeans,Lucky Brand,Women,68.6500015258789,68.6500015258789,0,0,2,1,,0,Complete,2024-12-19 16:35:00 UTC,5,12,2024
30472,24296,F,65,United States,Shorts,Joe's Jeans,Women,59.9900016784668,59.9900016784668,0,0,0,0,,0,Complete,2025-09-21 02:02:00 UTC,1,9,2025
30473,24296,F,65,United States,Dresses,Allegra K,Women,11.619999885559082,11.619999885559082,0,0,1,1,,0,Complete,2025-09-24 02:02:00 UTC,4,9,2025
30473,24296,F,65,United States,Socks & Hosiery,Capezio,Women,15.399999618530272,15.399999618530272,0,0,1,1,,0,Complete,2025-09-24 02:02:00 UTC,4,9,2025
30479,24304,F,70,China,Fashion Hoodies & Sweatshirts,Three Dots,Women,64.949996948242188,64.949996948242188,0,0,1,3,,0,Complete,2023-09-08 05:00:00 UTC,6,9,2023
30498,24319,F,70,United States,Sleep & Lounge,Calvin Klein,Women,42,42,0,0,2,0,,0,Complete,2025-09-06 13:00:00 UTC,7,9,2025
30517,24333,F,64,United States,Socks & Hosiery,Brookstone,Women,30,30,0,0,1,2,,0,Complete,2024-04-15 14:55:00 UTC,2,4,2024
30517,24333,F,64,United States,Intimates,Sassybax,Women,69,69,0,0,1,2,,0,Complete,2024-04-15 14:55:00 UTC,2,4,2024
30529,24344,F,31,United States,Socks & Hosiery,Betsey Johnson,Women,20,20,0,0,1,2,,0,Complete,2025-03-06 00:48:00 UTC,5,3,2025
30529,24344,F,31,United States,Sleep & Lounge,The Cat's Pajamas,Women,56,56,0,0,1,2,,0,Complete,2025-03-06 00:48:00 UTC,5,3,2025
30529,24344,F,31,United States,Suits,Tahari,Women,196.17999267578125,196.17999267578125,0,0,1,2,,0,Complete,2025-03-06 00:48:00 UTC,5,3,2025
